uid	sid
91	2005
91	1840
91	1961
91	2082
91	198
91	1988
91	2785
91	2678
91	2072
91	846
91	791
91	907
91	2281
91	2834
91	868
91	1538
92	538
92	903
92	499
92	996
92	1221
92	1801
92	2690
92	215
92	2859
92	311
92	1507
92	2284
92	917
92	921
92	1602
92	945
93	2341
93	864
94	497
94	970
94	901
94	1799
94	2524
94	95
94	311
94	374
94	2239
94	939
95	497
95	0
95	1047
95	696
95	2450
95	914
95	1521
95	3034
95	937
96	959
96	2325
96	1695
96	974
96	500
96	983
96	988
96	2355
96	1116
96	697
96	2490
96	1171
96	722
96	734
96	2406
96	676
96	746
96	1842
96	2010
96	2548
96	1435
96	2054
96	2683
96	2743
96	215
96	2879
96	1519
96	941
97	535
97	2767
98	964
98	905
98	2423
98	2095
98	2754
98	1473
98	2874
98	1513
98	1519
98	2931
99	904
99	500
99	20
100	1108
100	1060
100	648
100	1068
100	609
100	1849
100	1855
100	1856
100	2393
100	1799
100	1194
100	1347
100	2658
100	1981
100	2753
100	20
100	320
100	2163
100	2225
101	956
101	690
101	699
101	1859
101	2573
101	96
101	2002
101	2135
101	2870
101	2199
101	1539
102	8
102	1649
102	639
102	1057
102	1073
102	1303
102	1205
102	1274
102	1363
102	2048
102	2176
102	14
102	323
102	381
102	1504
102	470
102	417
103	1418
103	2198
103	1524
103	2914
104	2349
104	1069
104	1686
104	2454
104	1953
104	2003
104	2609
104	907
104	1529
105	1578
105	1001
105	1710
105	720
105	27
105	917
105	420
106	957
106	2331
106	901
106	1696
106	988
106	696
106	700
106	1680
106	705
106	676
106	2681
106	461
106	825
106	3047
107	955
107	500
107	882
108	0
108	975
108	983
108	987
108	680
108	1595
108	685
108	2374
108	1850
108	796
108	2830
108	917
108	470
108	403
109	2939
109	3058
109	3019
109	657
109	1738
109	2767
110	498
110	1713
110	651
110	1804
110	2523
110	1338
110	20
110	34
110	243
110	800
110	420
111	1033
111	1582
111	1680
111	717
111	2656
111	2072
111	2280
111	2246
112	3017
112	1167
112	1363
112	152
112	2800
112	798
112	2212
113	2325
113	541
113	503
113	1582
113	1584
113	696
113	1187
113	775
113	2071
113	789
113	429
113	382
113	1533
114	2939
114	1086
114	1308
114	1529
115	2316
115	979
115	559
115	1668
115	701
115	614
115	1788
115	2070
115	797
115	1522
115	2309
116	535
116	1557
116	578
116	1028
116	905
116	501
116	1636
116	1639
116	975
116	586
116	980
116	2346
116	593
116	1662
116	1108
116	1594
116	1777
116	701
116	609
116	1070
116	2486
116	2012
116	2713
116	2029
116	2658
116	2036
116	2037
116	2607
116	2044
116	1390
116	9
116	227
116	2860
116	2248
116	41
116	861
116	863
116	2225
116	1513
116	514
116	1520
117	905
117	3019
117	993
117	1713
117	1059
117	2384
117	1733
117	715
117	1302
117	95
117	1837
117	2596
117	2736
117	300
117	846
117	2260
117	2212
117	917
117	463
117	931
117	933
117	567
117	420
117	945
117	947
117	2314
118	1558
118	496
118	2329
118	640
118	2456
118	1416
118	2102
118	783
118	789
118	36
119	901
119	905
119	2173
119	2767
119	243
119	926
120	0
120	1059
120	1060
120	1952
120	1894
120	1194
120	273
120	2860
120	2861
120	2704
120	325
120	515
121	582
121	996
121	1953
121	1529
122	497
122	1024
122	1086
122	901
122	498
122	585
122	499
122	1032
122	988
122	1047
122	2413
122	1704
122	1713
122	696
122	2368
122	1850
122	710
122	2501
122	1228
122	1736
122	1230
122	2397
122	2407
122	89
122	1306
122	1351
122	1907
122	1271
122	2710
122	2032
122	2666
122	133
122	2741
122	1450
122	1458
122	1465
122	2699
122	2703
122	2258
122	848
122	240
122	2882
122	2271
122	2952
122	2164
122	863
122	381
122	326
122	907
122	911
122	512
122	917
122	398
122	1529
122	83
122	838
122	945
123	1287
123	2554
123	32
124	3057
124	1221
124	2212
124	908
124	2287
124	2288
124	917
124	929
124	403
124	1009
124	947
125	1713
125	692
125	2746
125	2827
125	2283
125	2287
125	332
126	957
126	1057
126	1059
126	1167
126	2450
126	1180
126	1198
126	1200
126	1319
126	120
126	2717
126	2720
126	263
126	273
126	2754
126	1459
126	2076
126	31
126	1499
126	823
126	1009
126	945
127	955
127	2048
127	2212
128	904
128	584
128	1055
128	1219
128	1135
128	1230
128	1297
128	1247
128	1192
128	1203
128	1835
128	761
128	250
128	1400
128	20
128	2859
128	241
128	433
128	323
128	814
128	928
128	1529
128	2855
128	473
129	2939
129	987
129	992
129	2416
129	1662
129	1686
129	1837
129	132
129	2052
129	2801
129	2753
129	1458
129	2860
129	2808
129	2259
129	797
129	384
129	908
129	2225
129	2834
129	927
129	1529
130	533
130	2331
130	1561
130	1028
130	2342
130	990
130	680
130	1053
130	1116
130	696
130	700
130	2379
130	1221
130	1789
130	1295
130	1894
130	1839
130	2650
130	1411
130	1427
130	263
130	144
130	292
130	36
130	2166
130	450
130	907
130	2960
130	512
130	455
130	921
130	2307
130	1013
131	1002
131	2373
131	2470
131	1840
131	2596
131	2728
131	1429
131	2620
131	310
131	2166
131	2904
131	2912
132	2937
132	624
132	1641
132	1032
132	976
132	1036
132	1729
132	1221
132	2451
132	1142
132	2523
132	1306
132	1961
132	2539
132	2657
132	2095
132	2002
132	2687
132	2073
132	2253
132	300
132	2212
132	1521
132	951
133	987
133	1297
133	2470
133	1334
133	2734
133	2876
133	2230
133	2904
133	403
133	2929
134	2939
134	904
134	614
134	2470
134	2089
134	2095
134	917
135	957
135	2325
135	1634
135	1636
135	1034
135	1765
135	1670
135	1672
135	1116
135	706
135	1127
135	1252
135	1254
135	2634
135	2090
135	2032
135	194
135	2611
135	201
135	2622
135	770
135	13
135	226
135	793
135	849
135	315
135	48
135	2161
135	2956
135	395
135	80
135	932
135	1605
135	1538
136	495
136	2416
136	1221
136	1174
136	2457
136	2515
136	92
136	1194
136	95
136	1200
136	1837
136	2639
136	2023
136	123
136	261
136	1464
136	32
136	805
136	47
136	320
136	861
136	920
136	838
137	576
137	1129
137	1228
137	1144
137	2656
137	2599
137	1419
137	920
137	871
137	940
137	2929
138	576
138	0
138	1636
138	1639
138	1036
138	981
138	983
138	990
138	993
138	2354
138	999
138	1668
138	1858
138	1795
138	2470
138	1194
138	194
138	2048
138	784
138	1472
138	2211
138	2212
138	2225
138	913
138	514
138	2234
138	871
138	931
138	932
138	470
138	1008
139	700
139	704
139	726
139	728
139	743
139	2735
139	2692
140	955
140	220
141	2939
141	905
141	215
141	243
142	582
142	2373
142	1932
142	1303
142	205
142	293
142	323
143	1729
143	2071
143	2767
144	1839
144	2295
145	961
145	0
145	1029
145	989
145	999
145	1004
145	688
145	1059
145	696
145	607
145	1675
145	700
145	702
145	704
145	1129
145	711
145	726
145	1811
145	1813
145	1303
145	2579
145	1840
145	2645
145	1358
145	2594
145	2717
145	2095
145	2040
145	191
145	2184
145	2123
145	1452
145	215
145	230
145	2857
145	2810
145	1466
145	1470
145	847
145	432
145	310
145	2157
145	2276
145	812
145	907
145	2280
145	2282
145	868
145	919
145	461
145	823
145	1521
145	828
145	936
145	1612
146	1557
146	1
146	2331
146	498
146	905
146	1778
146	1078
146	2631
146	1349
146	1840
146	2666
146	2173
146	1346
146	845
146	2261
146	364
146	368
146	2914
146	929
146	947
147	1619
147	1620
147	1017
147	2329
147	500
147	1638
147	1643
147	1648
147	2359
147	1594
147	685
147	1846
147	2374
147	1849
147	2375
147	1853
147	1073
147	1729
147	1855
147	1859
147	1230
147	2455
147	727
147	1874
147	1303
147	1306
147	2631
147	1957
147	1310
147	2537
147	1906
147	1840
147	1907
147	1913
147	2593
147	1279
147	2658
147	1926
147	120
147	127
147	2660
147	2032
147	2721
147	1423
147	215
147	217
147	2753
147	2188
147	2190
147	1397
147	2865
147	294
147	300
147	846
147	2259
147	793
147	240
147	311
147	2820
147	434
147	858
147	448
147	2288
147	868
147	2289
147	510
147	459
147	917
147	1520
147	398
147	928
147	932
147	1006
147	1602
147	2983
147	940
147	1612
147	1614
148	955
148	961
148	963
148	495
148	898
148	904
148	905
148	993
148	641
148	2425
148	696
148	607
148	2370
148	2372
148	609
148	652
148	2491
148	1219
148	2379
148	1129
148	1738
148	2556
148	2567
148	88
148	2473
148	2575
148	2524
148	1951
148	1308
148	1203
148	1313
148	2639
148	1319
148	2023
148	1331
148	264
148	202
148	2683
148	2061
148	16
148	2749
148	2754
148	2255
148	2136
148	2076
148	1470
148	2079
148	34
148	36
148	237
148	2261
148	361
148	306
148	44
148	243
148	799
148	437
148	439
148	2166
148	448
148	911
148	512
148	389
148	917
148	2906
148	926
148	821
148	2295
148	461
148	80
148	3024
148	1521
148	929
148	826
148	2241
148	403
148	404
148	2307
148	843
148	416
148	1607
148	2988
148	945
148	882
148	952
149	2316
149	968
149	498
149	500
149	502
149	975
149	976
149	977
149	2439
149	1075
149	1076
149	2453
149	1801
149	1297
149	2709
149	2597
149	119
149	2092
149	1421
149	1981
149	2611
149	139
149	1400
149	1464
149	289
149	2136
149	2703
149	2269
149	2274
149	448
149	512
149	2908
149	2300
149	3029
149	937
149	940
149	836
150	962
150	497
150	3057
150	582
150	904
150	500
150	1646
150	3018
150	3019
150	1047
150	1151
150	696
150	614
150	1217
150	1075
150	1173
150	1736
150	2456
150	1237
150	2398
150	1936
150	1245
150	1952
150	95
150	1953
150	1263
150	2537
150	105
150	1358
150	2173
150	2734
150	2174
150	1999
150	215
150	16
150	163
150	289
150	2859
150	2076
150	31
150	301
150	2869
150	848
150	322
150	53
150	2908
150	927
150	473
150	835
150	524
150	1011
150	941
150	2309
150	567
150	477
151	1151
151	2523
151	147
152	2795
152	512
152	2295
153	2188
153	839
154	494
154	1716
154	2561
154	1840
154	2683
154	928
154	934
155	2325
155	1564
155	970
155	608
155	2501
155	2470
155	92
155	2631
155	1840
155	113
155	1920
155	2103
155	1429
155	2730
155	2001
155	1449
155	219
155	1464
155	294
155	801
155	368
155	448
155	1508
155	2834
155	2227
156	959
156	961
156	0
156	967
156	968
156	582
156	498
156	1575
156	987
156	593
156	2414
156	1004
156	689
156	2375
156	1219
156	2495
156	1226
156	2397
156	1295
156	2514
156	1953
156	2535
156	1263
156	1839
156	1840
156	2634
156	2011
156	2645
156	112
156	1286
156	2723
156	2729
156	2114
156	2127
156	1398
156	2860
156	2261
156	243
156	811
156	2830
156	915
156	2288
156	512
156	2904
156	2906
156	1520
156	871
156	1524
156	827
156	84
156	841
156	949
157	957
157	989
157	319
158	2423
158	2136
158	2904
158	2906
159	1078
160	964
160	896
160	968
160	1564
160	905
160	981
160	593
160	1049
160	681
160	1593
160	1116
160	647
160	1779
160	1076
160	1228
160	2389
160	1803
160	2460
160	1805
160	1240
160	1835
160	2712
160	1420
160	2173
160	2676
160	2002
160	2683
160	1460
160	1398
160	286
160	2857
160	2136
160	356
160	34
160	241
160	2879
160	799
160	437
160	316
160	2166
160	448
160	2830
160	914
160	458
160	2842
160	74
160	76
160	1007
160	1009
160	1010
160	1012
160	842
160	947
160	952
161	2939
161	0
161	1055
161	1180
161	1885
161	95
161	1838
161	1284
161	2086
161	2767
161	307
161	1508
161	2906
161	470
161	3034
161	420
162	891
162	497
162	971
162	2343
162	1771
162	2549
162	1981
162	267
162	2801
162	2212
162	835
163	688
163	2631
163	300
163	843
164	497
164	981
164	1686
164	1793
164	730
164	742
164	1953
164	2729
164	2054
164	2801
164	2859
164	1499
164	926
164	929
164	1535
164	945
165	2325
165	495
165	906
165	975
165	1573
165	589
165	1656
165	1657
165	680
165	1590
165	1668
165	691
165	1774
165	702
165	2527
165	1416
165	1427
165	1429
165	203
165	2735
165	2623
165	2741
165	2795
165	2744
165	223
165	776
165	288
165	782
165	1466
165	2081
165	300
165	2259
165	246
165	2212
165	861
165	813
165	2835
165	513
165	1515
165	926
165	1521
165	1522
165	932
165	403
165	567
166	2720
166	2736
166	2905
167	903
167	1370
167	2002
168	2316
168	2318
168	970
168	582
168	498
168	976
168	980
168	1646
168	1104
168	593
168	992
168	2414
168	1702
168	2359
168	998
168	685
168	1055
168	687
168	1162
168	691
168	1167
168	651
168	652
168	654
168	723
168	1866
168	2465
168	1816
168	1192
168	1303
168	2522
168	95
168	1349
168	1835
168	2013
168	2541
168	2082
168	2670
168	1988
168	2611
168	2173
168	1440
168	2795
168	1447
168	1451
168	15
168	159
168	2801
168	2812
168	300
168	2161
168	1496
168	907
168	1505
168	2830
168	911
168	2965
168	2295
168	928
168	1529
168	473
168	835
168	3034
168	836
168	843
168	882
169	888
169	497
169	975
169	586
169	593
169	1656
169	652
169	2070
169	230
169	2288
169	928
169	943
170	2066
170	2767
170	936
171	1691
171	1561
172	3048
172	959
172	893
172	964
172	1690
172	5
172	1692
172	3058
172	1564
172	970
172	498
172	905
172	501
172	546
172	506
172	1698
172	981
172	1655
172	990
172	992
172	993
172	1656
172	2423
172	691
172	699
172	700
172	1680
172	725
172	743
172	1939
172	1251
172	1319
172	2645
172	1970
172	1361
172	1919
172	2656
172	2599
172	1420
172	253
172	254
172	2173
172	2110
172	2681
172	150
172	2686
172	2184
172	2801
172	2860
172	2809
172	2252
172	2138
172	2259
172	848
172	2262
172	361
172	243
172	2890
172	2891
172	2827
172	2897
172	908
172	2225
172	2287
172	868
172	2230
172	917
172	2231
172	870
172	928
172	933
172	473
172	835
172	938
172	3047
172	947
172	1545
172	952
173	535
173	95
173	1274
173	2590
173	2810
173	297
173	2284
173	2288
173	927
173	1602
173	1612
174	963
174	3057
174	1633
174	898
174	973
174	1640
174	678
174	603
174	1713
174	701
174	1686
174	1076
174	2448
174	720
174	1230
174	1749
174	1297
174	1243
174	2518
174	2519
174	2575
174	2531
174	2090
174	1421
174	1981
174	131
174	2048
174	263
174	1996
174	2066
174	774
174	1457
174	342
174	1463
174	2863
174	2135
174	789
174	2704
174	31
174	793
174	432
174	856
174	2281
174	461
174	825
174	1605
175	975
175	1849
175	1815
175	1905
175	2728
175	2615
175	2750
175	1512
176	996
176	1668
176	2470
176	2023
176	2212
176	871
177	496
177	901
177	1577
177	1580
177	686
177	1058
177	714
177	2012
177	771
177	1464
177	2291
177	2840
177	829
177	842
177	2314
178	964
178	993
178	2595
178	1981
178	1007
179	901
179	2481
179	2715
179	512
179	924
179	3034
180	535
180	964
180	894
180	970
180	1662
180	2360
180	1668
180	1846
180	1685
180	1686
180	1077
180	1221
180	1859
180	1962
180	1907
180	2642
180	2711
180	1981
180	263
180	273
180	2750
180	2127
180	2070
180	846
180	2259
180	370
180	47
180	861
180	2225
180	62
180	920
180	398
180	2855
180	836
180	947
180	2314
181	3057
181	1162
181	91
181	1194
181	2596
181	2070
181	300
181	2767
181	2952
181	2904
182	1573
182	2410
182	680
182	686
182	1680
182	702
182	706
182	1077
182	2402
182	1881
182	10
182	1455
182	913
182	2967
182	921
183	889
183	0
183	503
183	1636
183	1577
183	709
183	1194
183	2596
183	2620
183	1466
183	437
184	609
184	1221
184	1194
184	1837
184	939
185	2316
185	541
185	903
185	1582
185	696
185	1751
185	263
185	2070
185	23
185	2758
185	785
185	1473
185	2145
185	307
185	2890
185	868
185	921
185	870
185	519
185	952
186	889
186	534
186	2324
186	498
186	1568
186	1052
186	641
186	2362
186	1162
186	1771
186	2369
186	2434
186	610
186	652
186	1128
186	1228
186	1177
186	2394
186	1740
186	1138
186	1747
186	1875
186	1295
186	2511
186	1192
186	2535
186	1839
186	105
186	757
186	2539
186	1962
186	1276
186	173
186	2647
186	1279
186	113
186	181
186	190
186	1988
186	1378
186	1338
186	1339
186	201
186	203
186	143
186	1996
186	149
186	10
186	283
186	1400
186	2255
186	295
186	2704
186	359
186	34
186	237
186	2767
186	308
186	52
186	53
186	324
186	814
186	454
186	455
186	2234
186	395
186	2300
186	403
186	2309
187	2316
187	903
187	1839
187	2721
187	2309
188	2086
188	143
