uid	sid
25	1757
25	2237
25	2546
25	2769
25	2850
25	2899
25	3002
25	3453
25	3955
25	4073
25	4506
25	4872
25	4986
25	5439
25	5514
25	5790
25	5798
25	6261
25	6303
25	7323
26	0
26	6871
26	7354
26	7920
26	8228
26	8668
27	0
27	3626
27	4347
27	6303
27	6327
27	6583
27	6654
27	7065
27	7670
28	0
28	3626
28	6112
28	6651
28	6788
28	6804
28	6841
28	6871
28	7532
28	7659
28	8031
28	8073
28	8143
28	8202
28	8446
28	8468
28	8668
29	0
29	5613
29	6327
29	7033
29	7809
29	8668
29	8780
30	0
30	5342
30	7015
30	7295
30	7372
31	0
31	4710
31	5464
31	6982
31	7697
31	7904
31	8245
31	8252
32	0
32	4506
32	5439
32	7953
32	8244
32	8473
33	185
33	591
33	964
33	978
33	1319
33	1340
33	1343
33	1383
33	1669
33	1682
33	1684
33	1713
33	1933
33	2030
33	2088
33	2222
33	2499
33	2553
33	2603
33	2829
33	2900
33	3189
33	3223
33	3233
33	3415
33	3506
33	3868
33	4059
33	4412
33	4610
33	5021
33	5616
33	5944
33	6307
33	6381
33	6535
33	6851
33	7175
33	7276
33	7319
33	7411
33	7984
33	8371
34	635
34	924
34	1009
34	3686
34	4659
34	5865
34	6816
34	8084
35	2480
35	3738
35	4032
35	4047
35	5758
35	6066
35	6813
35	7917
36	62
36	171
36	769
36	927
36	986
36	1200
36	1451
36	1620
36	1706
36	1715
36	1949
36	2010
36	2048
36	2231
36	2355
36	2711
36	4105
37	1161
37	1628
37	2998
37	3785
37	5015
37	6813
38	3165
38	5456
38	5848
38	5900
38	5986
38	6113
38	6212
38	6433
38	6679
38	7693
38	7891
38	8131
38	8658
39	3889
39	4003
39	4110
39	4251
39	4315
39	4384
39	4590
39	4591
39	4871
39	4874
39	4934
39	5290
39	5323
39	5418
39	5473
39	5487
39	5663
39	5714
39	5720
39	5721
39	5734
39	5827
39	5900
39	6362
39	6446
39	6484
39	6546
39	6731
39	6972
39	7186
39	7303
39	7600
40	4384
40	4588
40	4590
40	5733
40	6399
40	6685
40	6698
40	6919
40	6931
40	7031
40	7192
40	7339
40	7401
40	7402
40	7600
40	7601
41	814
41	1640
41	1988
41	3867
41	5946
41	6131
41	8101
42	1340
42	2963
42	3298
42	3704
42	3866
42	3868
42	3873
42	3925
42	4538
42	4829
42	5141
42	6029
42	6827
43	2845
43	3177
43	3502
43	4576
43	7059
43	9014
44	1
44	5246
44	6042
44	8262
45	1
45	5412
45	5699
45	5701
45	7768
46	3542
46	4214
46	4294
46	4480
46	5132
46	5164
46	5429
46	5698
46	6223
46	6349
46	6381
46	7409
46	7495
46	7551
46	7618
46	7724
46	7726
46	8449
46	8461
47	1
47	4667
47	5982
47	7271
47	7760
48	1
48	1161
48	4561
48	7697
49	4166
49	4752
49	5822
49	6039
49	6419
49	6983
50	2
50	2506
50	3763
50	4166
50	5293
50	6011
50	6543
50	6688
50	7081
50	7096
50	7117
50	7781
50	7906
50	8137
50	8334
50	8358
50	8406
50	8407
50	8490
50	8502
50	8504
51	1111
51	1359
51	1659
51	5229
52	744
52	4221
52	6764
52	6767
52	7504
53	102
53	1004
53	1650
53	1870
53	1879
53	1910
53	1975
53	1998
53	2079
53	2255
53	2579
53	2657
53	2666
53	2745
53	3470
53	3808
53	3862
53	4086
53	4250
53	4480
53	4692
53	5033
53	5038
53	5101
53	6108
53	6231
53	6319
53	6509
53	6655
54	1783
54	1878
54	3303
54	3390
54	3694
54	3871
54	4075
54	5179
54	5343
54	6232
54	6274
55	40
55	46
55	309
55	388
55	603
55	744
55	1227
55	2014
55	3859
55	5096
55	6742
55	8004
55	8830
56	2
56	102
56	125
56	4118
56	5039
56	6824
56	8083
56	8272
56	8579
57	2
57	3535
57	3896
57	5003
57	6424
57	6520
57	6675
57	6708
57	6716
57	6738
57	7872
57	8204
57	8297
57	8811
58	1002
58	3547
58	4605
58	5068
58	5383
58	7924
59	3
59	5047
59	5143
59	6488
59	7810
59	8046
60	1453
60	4415
60	6209
60	7092
61	3
61	4118
61	5140
61	6338
61	7906
61	8321
61	8334
61	8335
61	8338
62	3
62	3153
62	6487
62	6520
62	7510
62	8226
62	8335
63	3
63	3201
63	5908
63	6666
63	6694
63	8094
63	8596
64	3
64	3328
64	4265
64	4982
64	5525
64	5808
64	6419
64	6441
64	7568
64	8328
65	1378
65	1669
65	1895
65	2640
65	2995
65	3022
65	3219
65	3223
65	3433
65	4088
65	4613
65	4642
65	4647
65	4926
65	5105
65	5130
65	5183
65	5369
65	5538
65	5539
65	6230
65	6269
65	6279
65	6381
65	6398
65	6441
65	6462
65	6551
65	6776
65	6802
65	6870
65	7158
65	7170
65	7411
65	7495
65	7583
65	8044
65	8084
65	8205
65	8526
65	8807
65	8900
66	449
66	495
66	752
66	765
67	964
67	2474
67	5963
67	6295
67	7570
67	8711
68	1114
68	1168
68	1320
68	1738
68	2576
68	3136
68	3457
68	3840
68	6387
69	38
69	329
69	1138
69	1161
69	1227
69	1286
69	1393
69	1406
69	1631
69	1659
69	1801
69	1865
69	1937
69	2156
69	2228
69	2243
69	2246
69	2253
69	2419
69	2659
69	2959
69	3214
69	3349
69	3351
69	3716
69	3743
69	3845
69	4221
69	4261
69	5083
69	5481
69	5644
69	5645
69	6520
69	6538
69	7605
69	8004
70	4
70	5047
70	5424
70	5514
70	6271
70	6526
70	6587
70	7142
70	7354
70	8082
70	8517
71	4
71	1340
71	2718
71	3542
71	8370
72	4
72	3516
72	6708
72	6951
72	7176
73	4
73	2413
73	3563
73	3918
73	4377
73	5514
73	5790
73	5984
73	6829
73	8348
73	9009
74	4
74	1740
74	1741
74	2957
74	4364
74	5790
74	5836
74	5906
74	6580
74	7587
74	7670
74	8794
75	46
75	49
75	237
75	336
75	338
75	673
75	5023
75	5071
75	5944
75	6593
75	6690
75	8107
75	8886
76	155
76	412
76	2089
76	2898
76	6488
77	6195
77	6841
77	6884
77	7144
77	7724
77	7726
77	8372
78	5
78	6382
78	6526
78	8523
79	5
79	5007
79	5008
79	5385
80	5
80	1687
80	1847
80	2018
80	3613
80	4037
80	4046
80	4731
80	4805
80	4983
80	5143
80	5325
80	5514
80	5992
80	6327
80	6376
80	6815
80	6903
80	6966
80	7894
80	7949
80	8046
81	5
81	7014
81	7156
81	7818
81	7820
81	8207
82	559
82	2315
82	4163
82	4566
83	4503
83	5015
83	5071
83	7758
84	2756
84	5902
84	7388
84	7391
84	7943
84	8308
84	8658
85	3905
85	4118
85	4331
85	4811
85	4927
85	5144
85	5878
85	6042
85	6548
85	6825
85	7391
85	8346
85	8983
86	297
86	604
86	905
86	1136
86	1202
86	1238
86	1841
86	1921
86	2371
86	2526
86	3027
86	3063
86	3428
86	3429
86	3584
86	3614
86	3891
86	4035
86	4463
86	4782
86	4871
86	4876
86	4887
86	4932
86	4971
86	5155
86	5564
86	5714
86	5926
86	5937
86	6231
86	6265
86	6483
86	6552
86	6618
86	6620
86	6738
86	6741
86	7403
86	7502
86	7655
86	7792
86	7798
86	7878
86	8144
86	8189
87	6
87	5371
87	6788
87	7532
87	8371
88	6
88	3337
88	4644
88	5060
88	6150
88	6339
88	6858
88	7433
88	7738
88	7998
89	6
89	7326
89	7381
89	7780
89	8809
90	6
90	3517
90	7533
90	8274
90	8287
91	6
91	4307
91	4332
91	4808
91	5141
91	5203
91	5577
91	5981
91	6407
91	6441
91	6744
91	6788
91	7015
91	7511
91	7866
91	8037
91	8447
91	8506
91	8521
92	6
92	3517
92	4431
92	6506
92	8713
92	8907
93	5336
93	6517
93	7467
93	7483
93	7809
93	8186
93	8250
93	8856
94	6
94	3524
94	8732
94	9011
95	6
95	3634
95	3855
95	3885
95	5369
95	7039
95	7285
96	6
96	4166
96	4171
96	4514
96	5071
96	7096
96	7285
96	7551
97	6
97	2603
97	4535
97	5542
97	5568
97	5773
97	5875
97	6127
97	6279
97	6796
97	6846
97	7081
97	7227
97	7377
97	8044
97	8279
97	8453
97	8504
97	8675
97	8944
97	9018
98	3341
98	4559
98	6119
98	8033
98	8084
98	8247
98	8473
98	8646
99	6
99	1340
99	3983
99	4030
99	5060
99	6366
99	6516
99	6708
99	7551
99	8008
99	8186
100	6
100	383
100	843
100	1186
100	1337
100	1339
100	2987
100	3237
100	6946
101	6
101	5981
101	7693
101	8504
102	1405
102	1783
102	3328
102	3525
102	3585
102	3625
102	3858
102	3868
102	3997
102	4092
102	4136
102	4497
102	5101
102	5709
102	5931
102	6269
102	6658
102	6666
102	7600
102	7688
103	4019
103	4134
103	4814
103	5369
103	7318
104	5696
104	6116
104	6716
104	7688
104	7784
104	8011
104	8333
105	1383
105	2008
105	2339
105	2873
105	3261
105	3506
105	6740
105	6822
105	8556
106	4167
106	4435
106	5158
106	6265
106	6763
106	7798
106	8886
107	1825
107	5345
107	7467
107	8432
107	8490
108	3290
108	5533
108	5769
108	6520
109	5140
109	5496
109	6244
109	7083
110	46
110	66
110	68
110	109
110	346
110	347
110	352
110	353
110	601
110	687
110	977
110	1105
110	1134
110	1142
110	1161
110	1217
110	1227
110	1389
110	1390
110	1393
110	1402
110	1406
110	1410
110	1424
110	1478
110	1490
110	1659
110	1693
110	1714
110	1722
110	1787
110	1789
110	1801
110	1903
110	2056
110	2058
110	2133
110	2134
110	2156
110	2228
110	2229
110	2260
110	2340
110	2450
110	2474
110	2631
110	2637
110	2766
110	2779
110	2781
110	2812
110	2820
110	2826
110	2888
110	2903
110	2925
110	2929
110	2944
110	2956
110	2999
110	3014
110	3156
110	3198
110	3199
110	3201
110	3227
110	3236
110	3300
110	3303
110	3328
110	3340
110	3349
110	3356
110	3387
110	3407
110	3410
110	3451
110	3470
110	3488
110	3500
110	3525
110	3534
110	3536
110	3555
110	3604
110	3610
110	3624
110	3658
110	3695
110	3705
110	3710
110	3716
110	3718
110	3743
110	3744
110	3759
110	3836
110	3845
110	3858
110	3859
110	3862
110	3864
110	3879
110	3891
110	3898
110	3899
110	4003
110	4007
110	4018
110	4029
110	4038
110	4041
110	4048
110	4081
110	4095
110	4142
110	4153
110	4166
110	4167
110	4168
110	4169
110	4170
110	4203
110	4206
110	4238
110	4249
110	4265
110	4266
110	4276
110	4282
110	4294
110	4308
110	4341
110	4343
110	4365
110	4366
110	4367
110	4444
110	4448
110	4466
110	4483
110	4484
110	4485
110	4505
110	4558
110	4564
110	4622
110	4639
110	4688
110	4750
110	4815
110	4818
110	4819
110	4821
110	4859
110	4862
110	4871
110	4874
110	4943
110	4945
110	4982
110	5015
110	5022
110	5043
110	5068
110	5071
110	5083
110	5116
110	5258
110	5293
110	5323
110	5382
110	5384
110	5427
110	5428
110	5430
110	5477
110	5501
110	5540
110	5572
110	5583
110	5601
110	5651
110	5664
110	5703
110	5721
110	5766
110	5769
110	5796
110	5799
110	5805
110	5833
110	5845
110	5846
110	5859
110	5917
110	5937
110	5938
110	5939
110	5941
110	5943
110	5955
110	5962
110	5963
110	5966
110	5989
110	6067
110	6076
110	6077
110	6127
110	6142
110	6165
110	6228
110	6230
110	6265
110	6266
110	6283
110	6288
110	6317
110	6431
110	6495
110	6505
110	6520
110	6521
110	6539
110	6540
110	6569
110	6626
110	6643
110	6673
110	6685
110	6694
110	6727
110	6731
110	6733
110	6738
110	6742
110	6770
110	6868
110	6878
110	6904
110	6912
110	6999
110	7048
110	7081
110	7108
110	7210
110	7231
110	7232
110	7277
110	7342
110	7399
110	7400
110	7488
110	7504
110	7530
110	7601
110	7602
110	7607
110	7622
110	7623
110	7688
110	7694
110	7762
110	7763
110	7798
110	7806
110	7872
110	7877
110	7890
110	7905
110	7906
110	7907
110	7909
110	7945
110	7967
110	8061
110	8062
110	8101
110	8109
110	8126
110	8129
110	8130
110	8136
110	8137
110	8138
110	8139
110	8140
110	8165
110	8166
110	8181
110	8182
110	8214
110	8218
110	8239
110	8295
110	8321
110	8322
110	8324
110	8334
110	8335
110	8336
110	8341
110	8353
110	8356
110	8393
110	8397
110	8402
110	8403
110	8556
110	8625
110	8631
110	8633
110	8655
110	8664
110	8692
110	8715
110	8836
110	8850
110	8871
110	8888
110	8908
110	8929
110	8952
110	8955
110	9007
110	9041
111	5083
111	5464
111	7081
111	7876
112	3403
112	3682
112	4297
112	6743
112	6878
112	8490
112	8669
113	7
113	450
113	535
113	698
113	1161
113	1584
113	1644
113	2126
113	2228
113	2474
113	2817
113	3053
113	3186
113	3208
113	3409
113	3623
113	5468
113	5596
113	6495
113	6682
113	7607
113	7708
113	8793
113	8822
114	7
114	977
114	6488
114	6968
115	7
115	2014
115	2132
115	2596
115	2745
115	2929
115	3303
115	3781
115	3855
115	4257
115	5687
115	6124
115	6786
115	6900
115	8032
115	8330
115	8468
115	8818
116	7
116	533
116	545
116	705
116	1923
116	2596
116	3151
116	3311
116	3424
116	4829
116	5074
116	6682
116	8188
117	1168
117	1196
117	1529
117	1766
117	2232
117	2320
117	2393
117	3123
117	3237
117	3300
117	3307
117	3460
117	3633
117	3856
117	3925
117	4038
117	4537
117	4678
117	4683
117	4722
117	4909
117	5089
117	5117
117	5462
117	5612
117	5615
117	5896
117	5906
117	6295
117	6370
117	6378
117	6510
117	6516
117	6631
117	6758
117	6812
117	6841
117	6882
117	6892
117	6896
117	6899
117	7161
117	7409
117	7426
117	7489
117	7491
117	7492
117	7493
117	7528
117	7541
117	7549
117	7553
117	7609
117	7632
117	7696
117	7723
117	7853
117	7854
117	8000
117	8017
117	8084
117	8335
117	8468
117	8565
117	8991
118	7
118	1778
118	2002
118	3414
118	4909
118	7008
119	7
119	1759
119	2474
119	7076
120	7
120	139
120	808
120	1709
120	7771
120	7922
120	8822
121	7
121	4026
121	4156
121	6277
122	7
122	398
122	2506
122	6687
123	7
123	5596
123	6957
123	7852
124	7
124	5185
124	6757
124	6872
124	8169
124	8450
125	5177
125	5369
125	6889
125	7071
125	7271
125	7848
125	8777
125	8801
126	2869
126	3765
126	4369
126	6861
126	7035
126	7319
126	7390
126	7911
127	842
127	4224
127	4694
127	7643
128	5686
128	6437
128	8270
128	8779
128	8869
129	3411
129	4396
129	5902
129	8126
129	8551
130	6325
130	7266
130	8287
130	8838
130	8901
130	9023
131	8
131	1197
131	2511
131	7135
132	8
132	8156
132	8165
132	8726
133	8
133	3403
133	6740
133	7504
133	7798
133	8126
133	8166
133	8394
133	8422
133	8557
133	8696
134	8
134	5422
134	6146
134	6824
134	8077
134	8379
134	8995
135	8
135	7722
135	8182
135	8733
136	2014
136	2474
136	6265
136	6764
136	8336
137	8
137	2459
137	4118
137	6853
137	6957
137	7173
137	7292
137	7476
137	7760
137	7983
137	8743
138	8
138	1118
138	6957
138	7078
138	7511
138	7904
138	7994
138	8395
138	8900
139	8
139	673
139	4717
139	6378
139	6379
139	6894
139	8451
139	8516
140	8
140	3208
140	4374
140	4388
140	4389
141	82
141	785
141	2156
141	3303
141	7270
141	7441
142	8
142	7153
142	7562
142	8695
143	8
143	2378
143	2424
143	3859
143	4165
143	4166
143	4199
143	4881
143	5599
143	5955
143	6520
143	6540
143	6957
143	7523
144	8
144	4111
144	4642
144	4706
144	5605
144	5647
144	9053
145	8
145	6324
145	6957
145	7347
145	7994
146	8
146	346
146	601
146	603
146	3998
147	8
147	12
147	6742
147	6879
147	7081
147	7318
147	8181
147	8406
147	8442
148	8
148	2335
148	3743
148	4206
148	7697
148	8004
149	8
149	1393
149	1406
149	8263
150	8
150	1975
150	2682
150	2960
150	3016
151	8
151	2424
151	5015
151	5660
151	6402
151	6542
151	6543
151	6676
152	1340
152	1390
152	1406
152	1410
152	1555
152	1618
152	1625
152	1684
152	1824
152	1932
152	1970
152	2088
152	2101
152	2228
152	2253
152	2322
152	2323
152	2404
152	2476
152	2529
152	2727
152	2736
152	2750
152	2807
152	2808
152	2810
152	2820
152	3064
152	3175
152	3217
152	3323
152	3351
152	3371
152	3380
152	3511
152	3855
152	3858
152	3868
152	4337
152	4497
152	4526
152	4538
152	4927
152	5074
152	5127
152	5129
152	5131
152	5419
152	5605
152	5681
152	5891
152	5955
152	6279
152	6377
152	6521
152	6689
152	6757
152	6854
152	7099
152	7167
152	7433
152	7901
152	8044
152	8074
152	8365
152	8499
153	8
153	4276
153	4297
153	5071
154	8
154	863
154	984
154	1239
154	1294
154	1889
154	1953
154	2260
154	2395
154	2505
154	2605
154	2646
154	2900
154	2904
154	2917
154	3227
154	3237
154	3310
154	3395
154	3506
154	3697
154	4264
154	5018
154	5246
154	5252
154	6826
154	6886
154	7610
154	8126
155	8
155	1393
155	1903
155	2228
155	2474
155	2581
155	3520
156	8
156	1227
156	1787
156	2026
156	2260
156	2424
156	3198
156	3500
157	8
157	2253
157	8519
157	9061
158	5030
158	6951
158	7039
158	7433
159	3086
159	3855
159	3861
159	4214
159	5067
159	5242
159	5369
159	5967
159	7962
159	7970
159	8123
159	8126
160	875
160	978
160	1779
160	2008
160	2858
160	2869
160	3259
160	3373
160	3506
160	3522
160	3668
160	4039
160	4538
160	4642
160	4829
160	5906
160	6194
160	7269
161	1641
161	1809
161	2730
161	3482
161	3550
161	3735
161	4122
161	4222
161	4336
161	4570
161	4609
161	4920
161	5066
161	5153
161	5325
161	5673
161	6045
161	6201
161	6277
161	6359
161	6525
161	8719
161	8745
162	3729
162	4412
162	4968
162	5045
162	5461
163	658
163	1564
163	1620
163	2010
163	2089
163	2155
163	2547
163	2598
163	2711
163	2730
163	3331
163	3334
163	3446
163	3626
163	3874
163	4247
163	4346
163	4569
163	4657
163	4851
163	4872
163	5098
163	5109
163	5405
163	5439
163	5530
163	5606
163	6112
163	6583
163	6909
164	9
164	31
164	33
164	38
164	68
164	206
164	439
164	592
164	823
164	891
164	1093
164	1119
164	1227
164	1319
164	1353
164	1518
164	1708
164	1781
164	1782
164	1783
164	1801
164	1824
164	1866
164	1903
164	2173
164	2183
164	2253
164	2276
164	2301
164	2303
164	2340
164	2417
164	2533
164	2591
164	2604
164	2621
164	2642
164	2708
164	2760
164	2762
164	2817
164	2822
164	2929
164	2955
164	2959
164	3025
164	3041
164	3050
164	3054
164	3080
164	3082
164	3086
164	3091
164	3098
164	3099
164	3121
164	3160
164	3168
164	3211
164	3216
164	3226
164	3261
164	3275
164	3312
164	3325
164	3359
164	3362
164	3389
164	3390
164	3409
164	3512
164	3584
164	3610
164	3650
164	3680
164	3868
164	4505
164	8432
164	8486
164	8502
164	8673
165	9
165	19
165	31
165	35
165	38
165	71
165	86
165	228
165	321
165	330
165	332
165	335
165	336
165	337
165	339
165	342
165	343
165	344
165	347
165	349
165	352
165	354
165	386
165	387
165	389
165	391
165	439
165	441
165	466
165	476
165	521
165	527
165	528
165	529
165	549
165	553
165	556
165	562
165	570
165	788
165	804
165	913
165	1012
165	1185
165	1549
165	1669
165	1726
165	1733
165	1797
165	1893
165	1958
165	2052
165	2063
165	2079
165	2083
165	2229
165	2352
165	2497
165	2504
165	2578
165	2851
165	2863
165	3050
165	3078
165	3233
165	3242
165	3248
165	3858
165	3943
165	3988
165	4000
165	4255
165	4282
165	4334
165	4678
165	4837
165	4902
165	5138
165	5156
165	5200
165	5493
165	5500
165	5808
165	5944
165	6150
165	6306
165	6528
165	6661
165	6766
165	7107
165	7300
165	7387
165	7534
165	8160
165	8393
165	8987
165	9067
166	9
166	49
166	116
166	315
166	328
166	334
166	336
166	338
166	347
166	350
166	384
166	393
166	435
166	439
166	476
166	478
166	528
166	545
166	548
166	553
166	762
166	788
166	797
166	804
166	822
166	823
166	1012
166	1024
166	1039
166	1180
166	1185
166	1423
166	1436
166	1491
166	1560
166	1600
166	1625
166	1631
166	1685
166	1692
166	1718
166	1778
166	1870
166	1871
166	1903
166	1943
166	1958
166	2074
166	2079
166	2110
166	2208
166	2245
166	2264
166	2279
166	2321
166	2344
166	2345
166	2479
166	2497
166	2581
166	2670
166	2752
166	2796
166	2844
166	2862
166	2886
166	2893
166	3060
166	3140
166	3142
166	3194
166	3198
166	3202
166	3300
166	3406
166	3473
166	3908
166	4265
166	4391
166	5062
166	5095
166	5190
166	6248
167	9
167	96
167	478
167	832
167	1075
167	2021
167	8004
168	75
168	104
168	105
168	106
168	192
168	336
168	588
168	606
168	648
168	668
168	669
168	671
168	688
168	689
168	762
168	785
168	819
168	822
168	825
168	827
168	834
168	839
168	857
168	883
168	893
168	909
168	921
168	943
168	950
168	959
168	975
168	978
168	1001
168	1065
168	1074
168	1081
168	1090
168	1108
168	1113
168	1114
168	1118
168	1120
168	1121
168	1133
168	1134
168	1139
168	1143
168	1144
168	1151
168	1156
168	1157
168	1211
168	1294
168	1659
169	35
169	51
169	92
169	108
169	111
169	121
169	203
169	235
169	330
169	336
169	352
169	388
169	392
169	394
169	395
169	398
169	399
169	437
169	439
169	462
169	463
169	545
169	547
169	549
169	553
169	598
169	720
169	721
169	728
169	729
169	730
169	731
169	735
169	741
169	743
169	746
169	851
169	981
169	1012
169	1056
169	1065
169	1115
169	1116
169	1117
169	1133
169	1180
169	1196
169	1212
169	1300
169	1302
169	1319
169	1385
169	1514
169	1526
169	1593
169	1726
169	1822
169	1888
170	48
170	333
170	337
170	711
170	2125
170	2688
170	2784
170	2806
170	3140
170	3320
170	4060
170	7553
171	31
171	1143
171	1285
171	2017
171	2383
171	2669
171	3416
171	3506
171	4055
171	5338
172	62
172	114
172	375
172	521
172	830
172	986
172	1215
172	1431
172	2959
172	6007
172	6823
172	7071
173	10
173	43
173	65
173	70
173	271
173	482
173	659
173	1434
173	2923
173	4226
173	6675
174	10
174	47
174	74
174	100
174	151
174	250
174	263
174	281
174	323
174	326
174	371
174	480
174	832
174	1008
175	10
175	35
175	52
175	63
175	176
175	212
175	298
175	329
175	361
175	371
175	441
175	532
175	677
175	837
175	890
175	952
175	984
175	1001
175	1019
175	1136
175	1143
175	1157
175	1219
175	1227
175	1353
175	1365
175	1369
175	1373
175	1394
175	1402
175	1482
175	1484
175	1491
175	1510
175	1559
175	1625
175	1659
175	1669
175	1720
175	1892
175	1908
175	1922
175	2026
175	2134
175	3328
175	4142
175	5336
175	5902
175	5943
175	6105
175	6226
175	6339
175	6377
175	6520
175	6588
175	6708
175	6725
175	6861
175	7089
175	7147
175	7183
175	7411
175	7433
175	7580
176	10
176	578
176	832
176	851
176	891
176	934
176	944
177	10
177	32
177	102
177	125
178	10
178	102
178	125
178	151
178	512
178	513
179	10
179	1056
179	1254
179	1378
179	1394
179	1456
179	1512
179	1573
179	2049
180	371
180	418
180	587
180	641
180	784
181	10
181	4225
181	4745
181	6926
182	10
182	78
182	97
182	105
182	119
182	121
182	128
182	176
182	248
182	253
182	359
182	605
182	655
182	656
182	761
182	784
182	942
182	943
182	959
182	1003
182	1031
182	1122
182	1219
182	1239
182	1240
182	1254
182	1294
182	1338
182	1385
182	1431
183	10
183	458
183	460
183	467
183	566
183	784
183	827
183	959
183	1219
183	1228
183	1241
183	1369
183	1383
183	1465
183	1478
183	1559
183	1623
183	1660
183	1782
184	10
184	102
184	250
184	298
184	840
185	10
185	11
185	36
185	43
185	46
185	65
185	91
185	111
185	183
185	184
185	201
185	208
185	212
185	240
185	310
185	323
185	371
185	389
185	418
185	450
185	461
185	467
185	482
185	483
185	496
185	520
185	569
185	583
185	649
185	702
185	816
185	850
185	851
185	917
185	981
185	1003
185	1005
185	1167
185	1189
185	1198
185	1212
185	1219
185	1236
185	1238
185	1244
185	1253
185	1259
185	1276
185	1295
185	1296
185	1298
185	1323
185	1328
185	1329
185	1330
185	1353
185	1354
185	1382
185	1383
185	1416
185	1483
185	1507
185	1508
185	1509
185	1558
185	1593
185	1594
185	1649
185	1659
185	1668
185	1680
185	1717
185	1720
185	1770
185	1772
185	1782
185	1809
185	1821
185	1822
185	1824
185	1834
185	1877
185	1889
185	1897
185	1903
185	1910
185	1948
185	1956
185	1966
185	1967
185	1968
185	2014
185	2062
185	2081
185	2089
185	2101
185	2107
185	2133
185	2139
185	2172
185	2180
185	2207
185	2216
185	2262
185	2263
185	2267
185	2296
185	2299
185	2311
185	2330
185	2339
185	2352
185	2368
185	2414
185	2417
185	2418
185	2467
185	2478
185	2487
185	2497
185	2505
185	2520
185	2522
185	2523
185	2578
185	2643
185	2645
185	2693
185	2695
185	2727
185	2756
185	2760
185	2790
185	2807
185	2817
185	2830
185	2860
185	2865
185	2891
185	2918
185	2936
185	2959
185	3096
185	3117
185	3344
185	3444
185	3469
185	3536
186	10
186	82
186	102
186	226
186	393
186	425
186	437
186	456
186	461
186	522
186	530
186	705
186	708
186	713
186	714
186	932
186	980
186	1001
186	1075
186	1113
186	1150
186	1159
186	1212
186	1220
186	1254
186	1294
186	1297
186	1309
186	1323
186	1353
186	1385
186	1387
186	1461
186	1497
186	1595
186	1596
186	1669
186	1720
186	1726
186	1770
186	1814
186	1822
186	1908
186	1943
186	1953
186	1968
186	2081
186	2082
186	2096
186	2107
186	2256
186	2486
186	2603
186	2604
186	2724
186	2859
186	2865
186	2872
186	2902
187	10
187	263
187	283
187	370
187	458
188	78
188	85
188	1376
188	1451
188	1520
188	2059
188	2227
188	2803
188	2889
189	250
189	459
189	977
189	1405
189	1406
189	2256
189	3082
189	3117
189	4232
189	5369
189	6744
189	7347
190	11
190	107
190	118
