uid	sid
14	528
14	447
14	544
14	10
14	658
14	658
14	652
14	565
14	570
14	572
14	408
14	403
14	291
14	466
14	292
14	390
14	659
14	587
14	590
14	30
14	611
14	612
14	615
14	301
14	38
14	618
14	660
14	621
14	398
14	321
14	423
14	622
14	623
14	262
14	661
14	632
14	240
14	358
14	359
14	360
14	638
14	263
14	361
14	662
15	244
15	415
15	325
15	503
15	504
15	504
15	663
15	663
15	655
15	655
15	438
15	665
15	335
15	247
15	236
15	521
15	248
15	249
15	530
15	442
15	667
15	328
15	669
15	481
15	10
15	15
15	569
15	407
15	572
15	488
15	670
15	397
15	30
15	299
15	671
15	239
15	662
16	663
16	438
16	335
16	394
16	672
16	673
16	675
16	676
16	650
16	532
16	677
16	251
16	541
16	10
16	683
16	684
16	659
17	393
17	0
17	507
17	513
17	692
17	650
17	442
17	535
17	252
17	254
17	254
17	254
17	254
17	282
17	455
17	455
17	693
17	546
17	10
17	283
17	402
17	402
17	695
17	696
17	289
17	697
17	403
17	466
17	292
17	583
17	293
17	586
17	320
17	320
17	422
17	298
17	351
17	351
17	493
17	493
17	495
17	496
17	698
17	660
17	305
17	398
17	353
17	353
17	353
17	355
17	623
17	322
17	356
17	629
17	307
17	661
17	308
17	310
17	360
17	360
17	638
17	639
17	268
18	443
18	702
18	75
18	704
18	706
18	255
18	708
18	398
18	715
18	716
19	243
19	235
19	372
19	0
19	514
19	411
19	718
19	236
19	719
19	648
19	523
19	720
19	248
19	721
19	528
19	327
19	10
19	431
19	460
19	340
19	387
19	696
19	670
19	347
19	296
19	600
19	493
19	698
19	625
19	631
19	633
19	724
19	266
19	363
20	372
20	438
20	528
20	251
20	252
20	455
20	13
20	558
20	689
20	257
20	350
20	351
20	261
20	391
20	723
20	38
20	371
21	727
21	727
21	517
21	518
21	557
21	285
21	729
21	730
21	487
21	292
21	295
21	300
21	306
21	353
21	262
21	638
22	732
22	733
22	735
22	447
22	738
22	741
22	309
22	745
22	746
23	664
23	335
23	394
23	248
23	3
23	758
23	591
23	354
23	322
23	359
24	335
24	543
24	283
24	482
24	387
24	287
24	258
24	299
24	351
25	1
25	1
25	2
25	728
25	375
25	252
25	761
25	546
25	462
25	299
25	615
25	626
25	629
25	264
26	439
26	336
26	557
26	348
26	602
26	495
26	625
26	399
26	241
26	640
26	363
27	316
27	664
27	508
27	439
27	327
27	287
27	407
27	403
27	294
28	655
28	335
28	326
28	318
28	319
28	252
28	764
28	548
28	548
28	421
28	322
28	765
28	661
29	332
29	335
29	273
29	236
29	528
29	579
29	291
29	261
29	303
29	633
30	372
30	439
30	418
30	766
30	767
30	431
30	549
30	570
30	293
30	397
30	29
30	770
30	300
30	660
30	423
30	423
30	624
30	307
30	661
30	360
30	639
31	526
31	3
31	284
31	574
31	344
31	291
31	347
31	603
31	604
31	350
32	503
32	506
32	270
32	270
32	245
32	771
32	772
32	517
32	523
32	773
32	476
32	774
32	650
32	279
32	531
32	319
32	252
32	328
32	338
32	775
32	280
32	339
32	282
32	764
32	483
32	776
32	484
32	557
32	340
32	286
32	694
32	342
32	486
32	696
32	488
32	670
32	403
32	586
32	592
32	780
32	296
32	600
32	299
32	607
32	609
32	770
32	350
32	351
32	352
32	495
32	302
32	303
32	38
32	353
32	355
32	322
32	765
32	631
32	308
32	636
32	241
32	315
32	781
32	361
32	267
32	268
32	363
33	415
33	473
33	520
33	648
33	720
33	525
33	248
33	649
33	477
33	278
33	252
33	328
33	481
33	651
33	431
33	396
33	422
34	783
34	332
34	504
34	771
34	439
34	246
34	474
34	524
34	541
34	544
34	402
34	658
34	784
34	329
34	586
34	587
34	610
34	493
34	303
34	660
34	621
34	398
34	625
34	240
34	360
34	265
34	267
34	268
34	324
34	362
35	244
35	235
35	335
35	439
35	701
35	529
35	339
35	299
35	787
35	262
35	412
35	268
35	269
36	332
36	428
36	517
36	447
36	541
36	481
36	544
36	283
36	552
36	776
36	556
36	289
36	403
36	602
36	494
36	302
36	38
37	526
37	279
37	556
37	403
37	722
37	300
37	352
37	789
37	311
37	314
37	241
37	263
38	411
38	429
38	285
38	486
38	345
38	257
38	352
38	436
38	791
38	359
38	242
39	510
39	792
39	793
39	793
39	526
39	786
39	766
39	455
39	455
39	795
39	584
39	322
39	636
40	501
40	424
40	663
40	372
40	245
40	394
40	439
40	236
40	447
40	252
40	539
40	254
40	282
40	10
40	561
40	694
40	287
40	652
40	784
40	569
40	407
40	696
40	291
40	491
40	293
40	257
40	30
40	299
40	671
40	350
40	351
40	351
40	615
40	436
40	353
40	307
40	310
41	501
41	503
41	654
41	506
41	665
41	796
41	514
41	271
41	271
41	429
41	475
41	721
41	251
41	338
41	338
41	775
41	280
41	544
41	544
41	544
41	798
41	552
41	553
41	15
41	340
41	464
41	342
41	799
41	395
41	293
41	390
41	390
41	800
41	29
41	30
41	611
41	261
41	615
41	38
41	38
41	698
41	698
41	698
41	238
41	239
41	625
41	626
41	699
41	399
41	313
41	637
41	405
41	263
42	235
42	655
42	0
42	718
42	236
42	519
42	521
42	278
42	278
42	430
42	804
42	3
42	530
42	442
42	447
42	327
42	319
42	252
42	805
42	561
42	341
42	652
42	19
42	784
42	570
42	790
42	346
42	598
42	598
42	608
42	349
42	351
42	352
42	493
42	723
42	620
42	437
42	765
42	497
42	399
42	263
42	639
42	267
42	242
43	503
43	806
43	808
43	811
43	54
43	676
43	774
43	336
43	813
43	63
43	816
43	817
43	818
43	819
43	65
43	821
43	177
43	823
43	825
43	67
43	826
43	68
43	827
43	827
43	828
43	829
43	831
43	252
43	834
43	835
43	838
43	537
43	839
43	840
43	841
43	78
43	9
43	842
43	843
43	81
43	844
43	846
43	282
43	83
43	848
43	849
43	850
43	851
43	852
43	854
43	855
43	856
43	857
43	860
43	861
43	862
43	460
43	863
43	863
43	864
43	865
43	866
43	15
43	867
43	868
43	869
43	871
43	872
43	873
43	874
43	875
43	876
43	879
43	880
43	190
43	882
43	883
43	885
43	106
43	886
43	887
43	887
43	888
43	890
43	891
43	892
43	893
43	894
43	895
43	896
43	897
43	899
43	901
43	903
43	904
43	118
43	212
43	905
43	907
43	398
43	218
43	910
43	911
43	912
43	913
43	914
43	307
43	134
43	135
43	915
43	915
43	224
43	916
43	917
43	918
43	920
43	922
43	923
43	148
43	924
43	242
44	332
44	333
44	245
44	771
44	394
44	247
44	718
44	520
44	786
44	528
44	531
44	535
44	251
44	251
44	319
44	282
44	255
44	455
44	283
44	432
44	482
44	482
44	483
44	556
44	285
44	287
44	652
44	784
44	569
44	407
44	570
44	488
44	289
44	291
44	780
44	296
44	30
44	610
44	350
44	611
44	391
44	302
44	38
44	304
44	496
44	306
44	353
44	627
44	405
44	323
44	264
44	781
44	268
44	644
44	324
44	645
44	363
45	424
45	332
45	653
45	411
45	373
45	440
45	247
45	718
45	772
45	517
45	275
45	520
45	278
45	927
45	75
45	537
45	253
45	454
45	481
45	455
45	928
45	283
45	432
45	929
45	859
45	285
45	932
45	464
45	465
45	287
45	933
45	567
45	435
45	790
45	489
45	101
45	291
45	24
45	293
45	294
45	584
45	594
45	27
45	934
45	936
45	296
45	722
45	31
45	785
45	938
45	612
45	261
45	302
45	303
45	619
45	496
45	436
45	726
45	306
45	353
45	626
45	629
45	309
45	311
45	636
45	264
45	940
45	412
45	268
45	324
46	518
46	518
46	600
46	300
46	495
46	625
46	627
46	941
46	636
46	315
47	0
47	512
47	245
47	427
47	536
47	285
47	407
47	488
47	697
47	492
47	350
47	620
47	627
47	639
47	642
47	267
47	268
48	472
48	665
48	512
48	411
48	272
48	373
48	943
48	247
48	718
48	772
48	374
48	236
48	475
48	676
48	478
48	801
48	376
48	328
48	539
48	282
48	481
48	543
48	10
48	283
48	484
48	944
48	285
48	729
48	286
48	464
48	933
48	23
48	947
48	573
48	487
48	779
48	799
48	329
48	697
48	489
48	414
48	466
48	293
48	397
48	597
48	30
48	436
48	305
48	306
48	306
48	354
48	627
48	628
48	311
48	323
48	500
49	653
49	410
49	0
49	513
49	411
49	515
49	516
49	247
49	728
49	374
49	275
49	236
49	429
49	522
49	317
49	773
49	336
49	430
49	782
49	4
49	447
49	761
49	328
49	237
49	253
49	657
49	464
49	569
49	803
49	572
49	420
49	575
49	435
49	670
49	346
49	257
49	258
49	585
49	585
49	347
49	320
49	299
49	349
49	351
49	351
49	615
49	391
49	37
49	38
49	619
49	305
49	305
49	306
49	321
49	354
49	262
49	625
49	497
49	309
49	323
49	781
49	662
50	654
50	411
50	394
50	523
50	676
50	336
50	650
50	656
50	532
50	447
50	758
50	282
50	15
50	569
50	572
50	240
51	948
51	948
51	252
51	546
51	10
51	548
51	483
51	589
51	593
51	952
51	952
51	607
51	331
51	37
52	501
52	416
52	477
52	336
52	338
52	651
52	764
52	776
52	779
52	607
52	331
52	353
53	501
53	647
53	244
53	506
53	245
53	427
53	374
53	477
53	532
53	338
53	539
53	10
53	562
53	784
53	569
53	778
53	346
53	259
53	421
53	591
53	598
53	302
53	620
54	501
54	244
54	508
54	335
54	429
54	528
54	562
54	945
54	407
54	779
54	408
54	489
54	256
54	259
54	593
54	953
54	952
54	722
54	298
54	349
54	260
54	770
54	351
54	612
54	38
55	503
55	766
55	252
55	283
55	593
55	38
55	240
55	263
55	269
56	425
56	271
56	650
56	782
56	431
56	346
56	293
56	603
56	349
57	503
57	655
57	506
57	247
57	531
57	282
57	561
57	564
57	19
57	342
57	420
57	344
57	390
57	671
57	38
57	241
57	363
58	513
58	271
58	335
58	273
58	943
58	773
58	526
58	701
58	318
58	782
58	442
58	328
58	282
58	764
58	805
58	341
59	472
59	325
59	513
59	514
59	335
59	515
59	788
59	519
59	774
59	479
59	532
59	534
59	413
59	541
59	282
59	481
59	543
59	693
59	805
59	484
59	951
59	387
59	287
59	569
59	571
59	288
59	574
59	790
59	466
59	292
59	297
59	298
59	239
59	239
59	634
59	635
59	640
60	503
60	372
60	0
60	506
60	427
60	273
60	394
60	439
60	246
60	274
60	475
60	527
60	327
60	956
60	385
60	958
60	959
60	455
60	283
60	431
60	402
60	853
60	759
60	186
60	285
60	562
60	286
60	960
60	961
60	388
60	584
60	258
60	591
60	592
60	351
60	493
60	261
60	391
60	660
60	622
60	625
60	630
60	630
61	501
61	647
61	415
61	325
61	503
61	0
61	507
61	513
61	334
61	326
61	718
61	518
61	520
61	521
61	474
61	522
61	475
61	317
61	774
61	963
61	430
61	250
61	318
61	782
61	279
61	327
61	337
61	328
61	541
61	282
61	553
61	776
61	558
61	341
61	286
61	569
61	570
61	486
61	420
61	395
61	490
61	579
61	346
61	491
61	256
61	293
61	257
61	800
61	347
61	589
61	348
61	598
61	602
61	602
61	298
61	391
61	38
61	619
61	496
61	965
61	305
61	398
61	625
61	409
62	243
62	332
62	763
62	274
62	529
62	251
62	455
62	552
62	285
62	434
62	289
62	609
62	241
62	324
63	372
63	519
63	520
63	251
63	254
63	10
63	484
63	951
63	287
63	696
63	598
63	602
63	300
63	303
63	496
63	354
63	624
63	262
63	241
63	315
63	362
64	472
64	373
64	519
64	475
64	279
64	282
64	481
64	10
64	482
64	351
64	302
65	0
65	417
65	701
65	804
65	283
65	573
65	574
65	258
65	610
65	303
65	322
65	324
66	647
66	245
66	247
66	248
66	526
66	544
66	10
66	283
66	569
66	396
66	968
66	296
66	969
66	38
66	353
66	632
66	700
67	948
67	338
67	775
67	541
67	431
67	287
67	970
67	574
67	403
67	295
68	425
68	235
68	333
68	270
68	245
68	513
68	949
68	335
68	516
68	274
68	718
68	275
68	236
68	474
68	720
68	248
68	476
68	477
68	526
68	430
68	318
68	528
68	447
68	536
68	338
68	539
68	281
68	282
68	481
68	455
68	549
68	484
68	462
68	387
68	287
68	288
68	434
68	434
68	435
68	799
68	670
68	403
68	344
68	344
68	466
68	292
68	294
68	295
68	258
68	586
68	320
68	595
68	953
68	780
68	602
68	298
68	298
68	612
68	789
68	617
68	965
68	398
68	353
68	354
68	623
68	626
68	627
68	308
68	309
68	634
68	636
68	405
68	241
68	263
68	361
68	500
68	267
68	268
68	268
68	324
68	700
69	253
69	432
69	798
69	258
69	495
69	303
69	262
69	240
69	241
69	363
70	663
70	971
70	972
70	974
70	976
70	977
70	979
70	236
70	982
70	983
70	984
70	816
70	985
70	69
70	987
70	988
70	535
70	337
70	989
70	78
70	78
70	78
70	990
70	992
70	993
70	994
70	736
70	995
70	996
70	996
70	87
70	997
70	999
70	1000
70	1001
70	1002
70	1003
70	1004
70	1005
70	1006
70	1006
70	1006
70	1007
70	1009
70	895
70	1010
70	1011
70	206
70	1013
70	1015
70	1016
70	1017
70	1019
70	1021
70	1021
70	1022
70	139
70	1024
70	1025
70	153
70	1027
70	1027
70	1028
70	1029
70	1030
71	252
71	237
71	1031
71	280
71	1032
71	928
71	1036
71	573
71	587
72	647
72	473
72	1039
72	282
72	283
72	1041
72	776
72	754
72	346
72	1042
72	260
72	1043
72	126
73	0
73	507
73	509
73	335
73	272
73	273
73	246
73	276
73	760
73	236
73	526
73	650
73	252
73	553
73	460
73	285
73	296
73	262
73	361
74	243
74	502
74	274
74	718
74	441
74	774
74	336
74	532
74	237
74	798
74	942
74	933
74	288
74	574
74	575
74	586
74	726
75	244
75	653
75	274
75	319
75	252
75	10
75	462
75	17
75	565
75	571
75	408
75	408
75	293
75	293
75	293
75	785
75	354
76	243
76	244
76	1
76	394
76	1046
76	1047
76	1050
76	1051
76	1052
76	1053
76	1057
76	824
76	825
76	73
76	1063
76	1066
76	1069
76	1070
76	681
76	1071
76	1072
76	1073
76	1075
76	432
76	1077
76	1079
76	1081
76	561
76	1086
76	1088
76	434
76	98
76	883
76	1089
76	1090
76	895
76	1091
76	1092
76	1095
76	1097
76	120
76	212
76	1101
76	1102
76	1103
76	1104
76	1105
76	1107
77	270
77	247
77	788
77	648
77	774
77	804
77	532
77	447
77	535
77	337
77	328
77	328
77	775
77	10
77	548
77	15
77	564
77	342
77	970
77	696
77	414
77	30
77	607
77	671
77	352
77	615
77	305
77	239
77	631
77	307
77	405
77	644
77	362
77	362
78	508
78	513
78	394
78	718
78	1108
78	1109
78	1049
78	1111
78	250
78	250
78	530
78	1113
78	1063
78	1115
78	797
78	693
78	10
78	549
78	1119
78	340
78	562
78	562
78	1121
78	567
78	434
78	329
78	577
78	577
78	577
78	1122
78	294
78	1123
78	587
78	348
78	600
78	297
78	602
78	1124
78	613
78	617
78	239
78	497
78	497
78	632
78	639
79	503
79	504
79	507
79	513
79	514
79	718
79	278
79	278
79	328
79	481
79	951
79	951
79	784
79	571
79	778
79	487
79	779
79	289
79	289
79	403
79	291
79	346
79	390
79	589
79	602
79	38
79	306
79	322
79	629
79	307
79	634
79	312
79	241
79	264
79	642
79	363
80	505
80	393
80	277
80	525
80	649
80	249
80	252
80	285
80	287
80	19
80	488
80	291
80	257
80	586
80	308
81	243
81	415
81	439
81	246
81	519
81	441
81	280
81	431
81	491
81	30
81	493
82	647
82	507
82	665
82	272
82	447
82	797
82	455
82	730
82	567
82	697
82	588
82	296
82	351
82	351
82	261
82	303
82	38
82	618
82	618
82	618
82	306
82	354
82	322
82	629
82	724
82	241
82	315
82	324
82	645
83	503
83	512
83	771
83	394
83	474
83	277
83	317
83	251
83	252
83	10
83	283
83	729
83	464
83	694
83	287
83	970
83	289
83	491
83	293
83	320
83	590
83	600
83	350
83	611
83	303
83	726
83	239
83	262
83	356
83	409
83	633
83	311
83	635
83	405
83	267
83	363
84	1126
84	1127
84	1128
84	1129
84	1130
84	1131
84	1132
84	1133
84	787
85	501
85	410
85	316
85	235
85	372
85	335
85	394
85	692
85	251
85	431
85	482
85	285
85	287
85	407
85	570
85	488
85	289
85	579
85	579
85	291
85	589
85	422
85	780
85	350
85	611
85	351
85	723
85	303
85	627
85	497
85	240
85	323
85	638
85	642
85	268
85	242
86	372
86	664
86	438
86	506
86	270
86	773
86	417
86	336
86	656
86	528
86	442
86	531
86	532
86	447
86	539
86	282
86	462
86	433
86	561
86	658
86	343
86	572
86	289
86	414
86	346
86	780
86	299
86	770
86	350
86	38
86	617
86	304
86	660
86	765
86	307
86	632
86	399
86	312
86	405
86	662
86	362
86	363
87	243
87	0
87	510
87	473
87	676
87	649
87	289
87	408
87	291
87	582
87	331
87	622
87	699
87	311
87	312
87	313
87	263
88	424
88	653
88	325
88	763
88	763
88	511
88	788
88	318
88	721
88	1141
88	1142
88	1143
88	449
88	837
88	1144
88	1146
88	455
88	693
88	1148
88	1035
88	462
88	462
88	696
88	696
88	790
88	597
88	600
88	1149
88	351
88	37
88	302
88	38
88	304
88	436
88	698
88	306
88	238
88	399
88	637
89	243
89	506
89	528
89	552
89	434
89	696
89	291
89	256
89	293
89	602
89	351
89	612
89	262
89	405
89	323
89	241
89	645
90	509
90	333
90	719
90	251
90	237
90	552
90	340
90	584
90	351
90	612
90	38
90	622
90	267
90	268
90	645
90	363
91	243
91	270
91	761
91	657
91	285
91	562
91	696
91	659
91	586
91	600
91	391
91	38
91	620
91	241
92	410
92	665
92	1045
92	521
92	774
92	766
92	535
92	539
92	282
92	554
92	341
92	387
92	564
92	407
92	1151
92	289
92	422
92	597
92	305
92	353
93	472
93	235
93	506
93	2
93	247
93	519
93	520
93	719
93	430
93	3
93	251
93	10
93	460
93	729
93	564
93	19
93	407
93	488
93	414
93	291
93	293
93	592
93	595
93	29
93	953
93	299
93	351
93	351
93	612
93	620
93	305
93	262
93	356
93	241
93	264
93	268
93	644
93	324
94	243
94	503
94	372
94	411
94	273
94	247
94	648
94	650
94	252
94	539
94	942
94	285
94	285
94	407
94	779
94	488
94	289
94	585
94	422
94	780
94	671
94	38
94	398
94	353
94	359
94	241
94	644
94	362
94	363
95	0
95	335
95	272
95	272
95	326
95	236
95	441
95	526
95	766
95	442
95	327
95	327
95	480
95	548
95	657
95	657
95	565
95	290
95	290
95	582
95	584
95	589
95	589
95	589
95	600
95	299
95	608
95	351
95	351
95	352
95	787
95	436
95	621
95	321
95	622
95	239
95	628
95	310
95	405
95	781
95	499
95	700
95	242
96	948
96	415
96	425
96	316
96	426
96	796
96	335
96	326
96	373
96	772
96	374
96	276
96	648
96	521
96	524
96	278
96	786
96	701
96	650
96	250
96	327
96	541
96	455
96	283
96	552
96	776
96	484
96	554
96	556
96	933
96	567
96	571
96	288
96	289
96	329
96	403
96	292
96	491
96	293
96	800
96	298
96	607
96	350
96	351
96	493
96	494
96	302
96	303
96	38
96	965
96	623
96	322
96	262
96	629
96	307
96	308
96	310
96	498
96	311
96	313
96	241
97	653
97	506
97	338
97	544
97	759
97	462
97	291
97	351
97	698
97	238
97	357
97	307
97	310
98	428
98	519
98	774
98	250
98	327
98	544
98	651
98	759
98	596
98	351
98	351
98	352
98	789
98	789
98	239
98	357
98	241
99	515
99	247
99	251
99	481
99	283
99	285
99	289
99	298
99	612
99	625
99	307
99	724
99	312
100	647
100	439
100	728
100	526
100	430
100	250
100	318
100	3
100	237
100	253
100	432
100	563
100	344
100	294
100	584
100	602
100	351
100	351
100	765
100	268
101	410
101	664
101	0
101	763
101	522
101	525
101	417
101	336
101	531
101	532
101	327
101	251
101	252
101	1156
101	1157
101	282
101	544
101	455
101	402
101	561
101	387
101	778
101	573
101	779
101	575
101	1158
101	586
101	595
101	351
101	305
101	356
101	497
101	308
101	636
101	642
101	268
102	501
102	325
102	654
102	1159
102	417
102	701
102	666
102	758
102	328
102	7
102	455
102	283
102	776
102	944
102	387
102	778
102	964
102	486
102	575
102	257
102	589
103	501
103	1161
103	1162
103	1163
103	1164
103	1165
103	1166
103	1167
103	1168
104	501
104	411
104	275
104	479
104	954
104	486
104	1158
104	403
104	600
104	351
104	351
104	302
105	424
105	796
105	943
105	281
105	776
105	554
105	286
105	569
105	292
105	259
105	589
105	603
105	260
105	302
105	38
105	304
105	965
105	239
105	322
105	629
105	781
106	424
106	415
106	447
106	481
106	455
106	283
106	483
106	571
106	293
106	589
106	349
106	311
107	649
107	442
107	539
107	491
107	596
107	261
107	303
107	38
107	307
107	635
107	240
107	499
108	424
108	0
108	531
108	447
108	541
108	481
108	419
108	549
108	549
108	564
108	293
108	592
108	671
108	351
108	723
108	781
108	363
109	654
109	1169
109	535
109	237
109	7
109	280
109	543
109	928
109	1173
110	3
110	1175
110	1176
110	1177
110	1178
110	1180
110	1181
110	1182
110	1183
111	332
111	425
111	504
111	504
111	763
111	510
111	511
111	427
111	727
111	727
111	335
111	439
111	274
111	519
111	649
111	327
111	252
111	455
111	693
111	1184
111	548
111	283
111	402
111	552
111	284
111	284
111	567
111	434
111	574
111	799
112	506
112	274
112	247
112	374
112	720
112	336
112	319
112	328
112	338
112	1185
112	669
112	281
112	1186
112	431
112	752
112	484
112	558
112	558
112	387
112	286
112	286
112	414
112	414
112	490
112	353
112	353
113	415
113	505
113	271
113	394
113	274
113	656
113	237
113	283
113	553
113	776
113	340
113	346
113	491
113	293
113	351
114	472
114	424
114	332
114	2
114	271
114	273
114	439
114	439
114	440
114	478
114	479
114	336
114	250
114	251
114	252
114	451
114	455
114	283
114	283
114	558
114	284
114	187
114	1192
114	491
114	294
114	26
114	587
114	320
114	320
114	952
114	299
114	299
114	31
114	350
114	612
114	352
114	302
114	303
114	496
114	1194
114	306
114	306
114	353
114	355
114	623
114	239
114	630
114	311
114	636
115	521
115	554
115	15
115	569
115	590
115	596
115	604
115	261
115	615
116	325
116	274
116	336
116	527
116	455
116	10
116	759
116	289
116	579
116	293
116	294
116	603
116	298
116	261
116	38
116	38
116	305
116	354
116	355
116	622
116	632
116	310
116	635
116	240
116	637
117	472
117	424
117	415
117	411
117	440
117	236
117	519
117	719
117	475
117	523
117	248
117	417
117	479
117	954
117	480
117	541
117	455
117	419
117	431
117	285
117	19
117	407
117	574
117	488
117	289
117	489
117	291
117	1195
117	292
117	294
117	588
117	595
117	1196
117	598
117	351
117	612
117	613
117	302
117	38
117	965
117	306
117	437
117	353
117	622
117	632
117	399
117	635
117	636
117	315
117	361
117	324
118	0
118	247
118	518
118	252
118	237
118	548
118	432
118	403
118	320
118	38
118	322
118	311
118	242
119	335
119	517
119	276
119	774
119	455
119	583
119	352
119	353
119	355
119	622
120	510
120	648
120	521
120	475
120	417
120	336
120	782
120	319
120	328
120	282
120	657
120	776
120	407
120	696
120	346
120	780
120	699
120	263
121	274
121	276
121	375
121	804
121	480
121	341
121	288
121	779
121	435
121	492
121	586
121	29
121	780
121	612
121	303
121	621
121	353
121	262
121	630
121	699
121	309
121	500
122	0
122	506
122	649
122	250
122	532
122	252
122	283
122	462
122	777
122	569
122	722
122	351
122	352
122	305
122	412
122	324
123	0
123	507
123	512
123	245
123	245
123	411
123	236
123	676
123	527
123	535
123	251
123	282
123	481
123	776
123	341
123	568
123	569
123	292
123	492
123	592
123	599
123	610
123	304
123	238
124	419
124	694
124	258
124	322
124	240
124	639
124	267
124	362
124	242
125	654
125	665
125	665
125	245
125	516
125	516
125	718
125	788
125	429
125	429
125	474
125	523
125	523
125	523
125	676
125	249
125	249
125	773
125	963
125	963
125	963
125	963
125	801
125	430
125	430
125	802
125	650
125	804
125	804
125	804
125	782
125	279
125	279
125	279
125	418
125	418
125	418
125	3
125	528
125	528
125	529
125	442
125	442
125	531
125	531
125	531
125	532
125	447
125	447
125	447
125	447
125	319
125	280
125	281
125	282
125	282
125	481
125	455
125	546
125	10
125	10
125	10
125	548
125	431
125	482
125	482
125	944
125	944
125	944
125	944
125	15
125	341
125	341
125	286
125	945
125	658
125	658
125	564
125	564
125	565
125	343
125	343
